Phồn_thể,Giản_thể,Pinyin,Phiên_âm_Hán_Việt
羆,罴,pí,bi
羇,羇,jī,ki
羈,羁,jī,ky
羊,羊,yáng,dương
羋,芈,mǐ,mị
羌,羌,qiāng,khương
羍,羍,dá,thát
罹,罹,lí,li
罻,罻,wèi,uý
罽,罽,jì,kế
罾,罾,zēng,tăng
罿,罿,chōng,đồng
羀,羀,liǔ,lữu
羂,羂,juàn,quyến
羃,羃,mì,mạc
翕,翕,xī,hấp
翘,翘,qiào,kiều
翚,翚,huī,huy
翡,翡,fěi,phỉ
翣,翣,shà,sáp
翦,翦,jiǎn,tiễn
翫,玩,wán,ngoạn
翬,翚,huī,huy
翃,翃,hóng,hồng
翄,翄,chì,sí
翅,翅,chì,sí
翊,翊,yì,dực
翌,翌,yì,dực
翏,翏,liù,liệu
習,习,xí,tập
翔,翔,xiáng,tường
羲,羲,xī,hy
羴,羴,shān,thiên
羵,羵,fén,phần
羶,膻,shān,thiên
羼,羼,chàn,sạn
羿,羿,yì,nghệ
翀,翀,chōng,xung
翁,翁,wēng,ông
羥,羟,qiǎng,khan
羨,羡,xiàn,tiện
義,义,yì,nghĩa
羭,羭,yú,du
羮,羮,gēng,canh
羯,羯,jié,yết
羰,羰,tāng,thang
羱,羱,yuán,nguyên
耏,耏,nài,nhi
耐,耐,nài,nại
耑,耑,duān,chuyên
耕,耕,gēng,canh
耖,耖,chào,sáo
耘,耘,yún,vân
耝,耝,qù,thư
耠,耠,huō,hoát
考,考,kǎo,khảo
耄,耄,mào,mạo
者,者,zhě,giả
耈,耈,gǒu,cẩu
耊,耊,dié,điệt
耋,耋,dié,điệt
而,而,ér,nhi
耎,耎,ruǎn,nhuyễn
翻,翻,fān,phiên
翼,翼,yì,dực
翽,翙,huì,hối
翾,翾,xuān,huyên
翿,翿,dào,đạo
耀,耀,yào,diệu
老,老,lǎo,lão
耂,耂,lǎo,lão
翮,翮,hé,cách
翯,翯,hè,hạc
翰,翰,hàn,hàn
翱,翱,áo,ngao
翳,翳,yì,ế
翶,翶,áo,cao
翹,翘,qiào,kiều
翺,翺,áo,ngao
聚,聚,jù,tụ
聟,聟,xù,thế
聡,聡,cōng,thông
聦,聦,cōng,thông
聨,聨,lián,loan
聫,聫,lián,liên
聮,聮,lián,liên
聯,联,lián,liên
耾,耾,hóng,hoành
耿,耿,gěng,cảnh
聃,聃,dān,đam
聆,聆,líng,linh
聊,聊,liáo,liêu
聒,聒,guō / guā,quát
联,联,lián,loan
聖,圣,shèng,thánh
耰,耰,yōu,ưu
耲,耲,huái,hoài
耳,耳,ěr,nhĩ
耵,耵,dīng,đinh
耶,耶,yé,da
耷,耷,dā,đạp
耸,耸,sǒng,tủng
耻,耻,chǐ,sỉ
耤,耤,jí,tịch
耦,耦,ǒu,ngẫu
耧,耧,lóu,lưu
耨,耨,nòu,nậu
耩,耩,jiǎng,giảng
耪,耪,pǎng,bảng
耬,耧,lóu,lâu
耮,耢,lào,lạo
肏,肏,cào,sáo
肐,肐,gē,cách
肓,肓,huāng,hoang
肕,肕,rèn,nhận
肘,肘,zhǒu,trửu
肚,肚,dù,đỗ
肜,肜,róng,dung
肠,肠,cháng,tường
肅,肃,sù,túc
肆,肆,sì,tứ
肇,肇,zhào,triệu
肈,肈,zhào,triệu
肊,肊,yì,ức
肋,肋,lèi / lè,lặc
肌,肌,jī,cơ
肎,肎,kěn,khẳng
聻,聻,nǐ,tiệm
聼,聼,tīng,thính
聽,听,tīng,thính
聾,聋,lóng,lung
聿,聿,yù,duật
肀,肀,yù,duật
肃,肃,sù,túc
肄,肄,yì,dị
聰,聪,cōng,thông
聱,聱,áo,ngao
聲,声,shēng,thanh
聳,耸,sǒng,tủng
聴,聴,tīng,thính
聵,聩,kuì,hội
職,职,zhí,chức
聹,聍,níng,ninh
胀,胀,zhàng,trướng
胂,胂,shèn,thăn
胃,胃,wèi,vị
胄,胄,zhòu,trụ
胆,胆,dǎn,đảm
胇,胇,fèi,phế
胈,胈,bá,bạt
胊,胊,qú,cù
肵,肵,qí,kì
肷,肷,qiǎn,hiểm
肸,肸,xī,hật
肹,肹,xī,hật
肺,肺,fèi,phế
肼,肼,jǐng,tỉnh
肽,肽,tài,thái
肾,肾,shèn,thận
肪,肪,fáng,phương
肬,肬,yóu,vưu
肮,肮,āng,khảng
肰,肰,rán,nhiên
肱,肱,gōng,quăng
育,育,yù,dục
肳,肳,wěn,mẫn
肴,肴,yáo,hào
股,股,gǔ,cổ
肢,肢,zhī,chi
肣,肣,hán,cằm
肤,肤,fū,phu
肥,肥,féi,phì
肦,肦,fén,ban
肧,肧,pēi,phôi
肩,肩,jiān,kiên
胴,胴,dòng,đỗng
胶,胶,jiāo,giao
胷,胷,xiōng,hung
胹,胹,ér,nhi
胺,胺,àn,ươn
胻,胻,héng,hành
胼,胼,pián,bẹn
胾,胾,zì,chí
胦,胦,yāng,ương
胨,胨,dòng,đống
胩,胩,kǎ,ca
胫,胫,jìng,hĩnh
胬,胬,nǔ,nỗ
胰,胰,yí,di
胲,胲,hǎi,hợi
胳,胳,gē,cặc
胛,胛,jiǎ,giáp
胜,胜,shèng,thắng
胞,胞,bāo,bào
胠,胠,qū,khư
胡,胡,hú,hồ
胣,胣,chǐ,dạ
胤,胤,yìn,dận
胥,胥,xū,tư
胍,胍,guā,cô
胎,胎,tāi,thai
胏,胏,zǐ,chỉ
胑,胑,zhī,chi
胓,胓,píng,bình
胔,胔,zì,tí
胗,胗,zhēn,chẩn
胚,胚,pēi,phôi
脬,脬,pāo,phao
脯,脯,pú,bô
脰,脰,dòu,đậu
脱,脱,tuō,thoát
脲,脲,niào,niệu
脵,脵,gǔ,ngô
脶,脶,luó,la
脷,脷,lì,lị
脝,脝,hēng,hanh
脡,脡,tǐng,đĩnh
脢,脢,méi,môi
脣,唇,chún,thần
脤,脤,shèn,thận
脥,脥,qiǎn,hiểm
脩,修,xiū,tu
脪,脪,xìn,ấn
脊,脊,jǐ,tích
脎,脎,sà,sát
脒,脒,mǐ,mễ
脔,脔,luán,luyến
脖,脖,bó,bột
脗,脗,wěn,vẫn
脚,脚,jiǎo,cước
脛,胫,jìng,hĩnh
脁,脁,tiǎo,điệu
脂,脂,zhī,chi
脃,脃,cuì,thúy
脅,胁,xié,hiếp
脆,脆,cuì,thúy
脇,脇,xié,hiếp
脈,脉,mài,mạch
脉,脉,mài,mạch
腧,腧,shù,thú
腬,腬,róu,nậu
腭,腭,è,ngạc
腮,腮,sāi,tai
腯,腯,tú,đột
腰,腰,yāo,yêu
腳,脚,jiǎo,cước
腴,腴,yú,du
腚,腚,dìng,đĩnh
腛,腛,wò,óc
腜,腜,méi,môi
腟,腟,chì,thất
腠,腠,còu,thấu
腡,脶,luó,loa
腢,腢,ǒu,ngẫu
腦,脑,nǎo,não
腍,腍,rèn,nhẫm
腎,肾,shèn,thận
腐,腐,fǔ,hủ
腑,腑,fǔ,phủ
腒,腒,jū,cừ
腓,腓,féi,phì
腕,腕,wàn,oản
腖,胨,dòng,đống
脹,胀,zhàng,trướng
脽,脽,shuí,thùy
脾,脾,pí,tì
脿,脿,biǎo / biāo,béo
腁,腁,pián,biền
腄,腄,chuí,chuỷ
腊,腊,là,tịch
腌,腌,yān,yêm
膚,肤,fū,phu
膛,膛,táng,thang
膜,膜,mó,mô
膝,膝,xī,tất
膟,膟,lǜ,suất
膣,膣,zhì,trất
膥,膥,cūn,xuân
膦,膦,lìn,lân
膋,膋,liáo,liêu
膌,膌,jí,tích
膓,膓,cháng,tràng
膔,膔,lù,lục
膕,腘,guó,quắc
膗,膗,chuái,suỳ
膘,膘,biāo,phiêu
膙,膙,jiǎng,cưỡng
膂,膂,lǚ,lữ
膃,腽,wà,ột
膄,膄,shòu,tú
膆,膆,sù,tố
膇,膇,zhuì,truy
膈,膈,gé,cách
膉,膉,yì,ức
膊,膊,bó,bác
腶,腶,duàn,đoán
腷,腷,bì,phức
腺,腺,xiàn,tuyến
腻,腻,nì,nhị
腽,腽,wà,uất
腾,腾,téng,đằng
膀,膀,bǎng,bàng
膁,膁,qiǎn,còm
臕,臕,biāo,phiêu
臖,臖,xìng,khánh
臙,臙,yān,yên
臚,胪,lú,lư
臛,臛,huò,hoắc
臝,臝,luǒ,lỏa
臞,臞,qú,cù
臟,脏,zàng,tạng
臆,臆,yì,ức
臇,臇,juǎn,tuyến
臈,臈,là,lạp
臋,臋,tún,đồn
臌,臌,gǔ,cổ
臍,脐,qí,tề
臐,臐,xūn,huân
臓,臓,zàng,tạng
膺,膺,yīng,ưng
膻,膻,shān,thiên
膽,胆,dǎn,đảm
臀,臀,tún,đồn
臁,臁,lián,liêm
臂,臂,bì,tý
臃,臃,yōng,ung
臄,臄,jué,cược
膨,膨,péng,bành
膪,膪,chuài,suý
膫,膫,liáo,liêu
膬,膬,cuì,sế
膲,膲,jiāo,tiêu
膳,膳,shàn,thiện
膵,膵,cuì,tụy
膷,膷,xiāng,hương
舓,舓,shì,thị
舔,舔,tiǎn,thiểm
舗,舗,pù,phố
舘,馆,guǎn,quán
舚,舚,tiàn,thiêm
舛,舛,chuǎn,suyễn
舜,舜,shùn,thuấn
舝,舝,xiá,hạt
舃,舃,xì,tích
舄,舄,xì,tích
舉,举,jǔ,cử
舊,旧,jiù,cựu
舋,舋,xìn,hấn
舌,舌,shé,thiệt
舎,舎,shè,xá
舒,舒,shū,thư
臲,臲,niè,niết
至,至,zhì,chí
臻,臻,zhēn,trăn
臽,臽,xiàn,hãm
臿,臿,chā,tráp
舀,舀,yǎo,yểu
舁,舁,yú,dư
舂,舂,chōng,thung
臠,脔,luán,luyến
臡,臡,ní,nê
臢,臜,zā,châm
臣,臣,chén,thần
臥,卧,wò,ngọa
臧,臧,zāng,tang
自,自,zì,tự
臯,臯,gāo,cao
艇,艇,tǐng,đĩnh
艉,艉,wěi,vĩ
艎,艎,huáng,hoàng
艏,艏,shǒu,thủ
艑,艑,biàn,biện
艖,艖,chā,xoa
艗,艗,yì,dật
艙,舱,cāng,thương
舷,舷,xián,huyền
舸,舸,gě,khả
船,船,chuán,thuyền
舺,舺,xiá,giáp
艀,艀,fú,phù
艁,艁,zào,tạo
艄,艄,shāo,sao
艅,艅,yú,dư
航,航,háng,hàng
舭,舭,bǐ,tỳ
舱,舱,cāng,thương
舲,舲,líng,linh
舳,舳,zhú,trục
舴,舴,zé,trách
舵,舵,duò,đà
舶,舶,bó,bạc
舞,舞,wǔ,vũ
舟,舟,zhōu,chu
舠,舠,dāo,đao
舡,舡,chuán,hang
舢,舢,shān,san
舣,舣,yǐ,nghĩ
舨,舨,bǎn,bản
舩,舩,chuán,thuyền
芄,芄,wán,hoàn
芈,芈,mǐ,mị
芊,芊,qiān,thiên
芍,芍,sháo,thược
芎,芎,xiōng / qiōng,khung
芏,芏,dù,đỗ
芑,芑,qǐ,khỉ
芒,芒,máng,mang
艳,艳,yàn,diễm
艴,艴,fú,phật
艶,艶,yàn,diễm
艷,艳,yàn,diễm
艹,艹,cao,thảo
艺,艺,yì,ớt
艻,艻,lè,lặc
芀,芀,tiáo,điêu
艫,舻,lú,lô
艬,艬,chán,sàm
艭,艭,shuāng,sang
艮,艮,gěn,cấn
良,良,liáng,lương
艰,艰,jiān,gian
艱,艰,jiān,gian
色,色,sè,sắc
艚,艚,cáo,tàu
艢,艢,qiáng,tường
艣,艣,lǔ,lỗ
艤,舣,yǐ,nghĩ
艦,舰,jiàn,hạm
艨,艨,méng,mông
艩,艩,qí,tề
艪,艪,lǔ,lỗ
芸,芸,yún,vân
芹,芹,qín,cần
芽,芽,yá,nha
芿,芿,rèng,nhăng
苄,苄,biàn,biện
苅,苅,yì,ngải
苇,苇,wěi,vĩ
苈,苈,lì,lịch
芭,芭,bā,ba
芯,芯,xīn,tâm
芰,芰,jì,kị
花,花,huā,hoa
芲,芲,huā,hoa
芳,芳,fāng,phương
芴,芴,wù,hốt
芷,芷,zhǐ,chỉ
芡,芡,qiàn,khiếm
芤,芤,kōu,khưu
芥,芥,jiè,giới
芨,芨,jī,cập
芩,芩,qín,cầm
芪,芪,qí,kì
芫,芫,yán,nguyên
芬,芬,fēn,phân
芔,芔,huì,huỷ
芗,芗,xiāng,hương
芘,芘,bǐ / pí,tỉ
芙,芙,fú,phù
芚,芚,tún,đồn
芝,芝,zhī,chi
芞,芞,qì,khất
芟,芟,shān,sam
苳,苳,dōng,rong
苴,苴,jū,tư
苶,苶,nié,niết
苷,苷,gān,đại
苹,苹,píng,bình
苺,苺,méi,môi
苻,苻,fú,phù
苽,苽,gū,cô
苤,苤,piě,phi
若,若,ruò,nhược
苦,苦,kǔ,khổ
苧,苎,níng / zhù,trữ
苭,苭,yǎo,ấu
苯,苯,běn,bản
英,英,yīng,anh
苲,苲,zhǎ,rạ
苘,苘,qǐng,khoảnh
苛,苛,kē,hà
苜,苜,mù,mục
苝,苝,bèi,bấc
苞,苞,bāo,bao
苟,苟,gǒu,cẩu
苡,苡,yǐ,dĩ
苣,苣,jù,cự
苉,苉,pǐ,thất
苌,苌,cháng,tường
苍,苍,cāng,thương
苎,苎,zhù,trữ
苐,苐,tí,đệ
苒,苒,rǎn,nhiễm
苓,苓,líng,linh
苖,苖,dí,miêu
茭,茭,jiāo,giao
茯,茯,fú,phục
茱,茱,zhū,thù
茳,茳,jiāng,giang
茴,茴,huí,hồi
茵,茵,yīn,nhân
茶,茶,chá,trà
茷,茷,fá,pha
茞,茞,chén,thần
茠,茠,hāo,hao
茢,茢,liè,liệt
茣,茣,wú,ngô
茥,茥,guī,khuê
茦,茦,cì,thuốc
茨,茨,cí,tỳ
茬,茬,chá,tra
茖,茖,gé,cách
茗,茗,míng,mính
茘,茘,lì,lệ
茙,茙,róng,ngồng
茚,茚,yìn,ấn
茛,茛,gèn,cấn
茜,茜,qiàn,thiến
茝,茝,chǎi,chỉ
茀,茀,fú,phất
茂,茂,mào,mậu
范,范,fàn,phạm
茅,茅,máo,mao
茈,茈,cí,sài
茉,茉,mò,mạt
茍,茍,jì,cấp
茓,茓,xué,huyệt
荦,荦,luò,lạc
荬,荬,mǎi,mãi
荭,荭,hóng,hồng
荳,荳,dòu,đậu
荵,荵,rěn,ẩn
荷,荷,hé,hà
荻,荻,dí,địch
荽,荽,suī,tuy
荘,荘,zhuāng,trang
荙,荙,dá,đạt
荚,荚,jiá,giáp
荜,荜,bì,tất
荝,荝,cè,trắc
荞,荞,qiáo,kiều
荠,荠,jì,tễ
荡,荡,dàng,đãng
荊,荆,jīng,kinh
荍,荍,qiáo,thẩu
荎,荎,chí,chuối
荏,荏,rěn,nhẫm
荐,荐,jiàn,tiến
荒,荒,huāng,hoang
荔,荔,lì,lệ
荖,荖,lǎo,lỗ
茻,茻,mǎng,mãng
茽,茽,zhòng,tụng
荀,荀,xún,tuân
荃,荃,quán,thuyên
荅,荅,dā,đáp
荆,荆,jīng,kinh
荈,荈,chuǎn,suyễn
草,草,cǎo,thảo
莺,莺,yīng,oanh
莼,莼,chún,thuần
莽,莽,mǎng,mãng
莾,莾,mǎng,mãng
莿,莿,cì,thích
菀,菀,wǎn,uyển
菁,菁,jīng,tinh
菂,菂,dì,đích
莨,莨,làng,lang
莩,莩,fú,phu
莯,莯,mù,móc
莱,莱,lái,lai
莳,莳,shí,thì
莴,莴,wō,oa
莶,莶,xiān,tiêm
获,获,huò,hoạch
莚,莚,yán,diên
莛,莛,tíng,đình
莝,莝,cuò,tỏa
莟,莟,hàn,hám
莢,荚,jiá,giáp
莤,莤,sù,giậu
莦,莦,shāo,sao
莧,苋,xiàn,hiện
莀,莀,chén,thần
莅,莅,lì,lị
莉,莉,lì,lị
莊,庄,zhuāng,trang
莒,莒,jǔ,cử
莔,莔,méng,manh
莖,茎,jīng,hành
莙,莙,jūn,quân
菩,菩,pú,bồ
菪,菪,dàng,đãng
菰,菰,gū,cô
菱,菱,líng,lăng
菴,庵,ān,am
菶,菶,běng,phụng
菷,菷,zhǒu,chổi
菺,菺,jiān,kiên
菛,菛,mén,môn
菜,菜,cài,thái
菝,菝,bá,bạt
菠,菠,bō,ba
菡,菡,hàn,hạm
菢,菢,bào,bão
菣,菣,qìn,khẩn
菧,菧,dǐ,để
菏,菏,hé,hà
菐,菐,pú,độc
菑,菑,zāi,tai
菓,菓,guǒ,quả
菔,菔,fú,bặc
菕,菕,lún,trun
菖,菖,chāng,xương
菘,菘,sōng,tùng
菃,菃,qú,cù
菅,菅,jiān,gian
菆,菆,zōu,tưu
菇,菇,gū,cô
菉,菉,lù,lục
菊,菊,jú,cúc
菌,菌,jūn,khuẩn
菎,菎,kūn,côn
萨,萨,sà,sát
萫,萫,xiàng,hảng
萬,万,wàn,vạn
萰,萰,liàn,luyện
萱,萱,xuān,huyên
萲,萲,xuān,huyên
萴,荝,cè,trắc
萵,莴,wō,oa
萕,萕,qí,tễ
萘,萘,nài,nại
萚,萚,tuò,thác
萜,萜,tiē,thiếp
萝,萝,luó,la
萠,萠,pān,bằng
萡,萡,bo,bạc
萧,萧,xiāo,tiêu
萆,萆,bì,tì
萇,苌,cháng,trường
萊,莱,lái,lai
萋,萋,qī,thê
萌,萌,méng,manh
萎,萎,wěi / wēi,nuy
萏,萏,dàn,đạm
萐,萐,shà,tiệp
菻,菻,lǐn,lùm
菼,菼,tǎn,thảm
菽,菽,shū,thục
菾,菾,tián,điềm
萁,萁,qí,ki
萃,萃,cuì,tụy
萄,萄,táo,đào
萅,萅,chūn,xuân
葦,苇,wěi,vi
葩,葩,pā,ba
葫,葫,hú,hồ
葬,葬,zàng,táng
葭,葭,jiā,gia
葱,葱,cōng,thông
葳,葳,wēi,uy
葴,葴,zhēn,châm
著,著,zhù / zhe,trứ
葙,葙,xiāng,tương
葚,葚,rèn,thậm
葛,葛,gé,cát
葠,葠,shēn,sâm
葡,葡,pú,bồ
董,董,dǒng,đổng
葥,葥,jiàn,tiền
葅,葅,zū,thư
葆,葆,bǎo,bảo
葇,葇,róu,nhú
葈,葈,xǐ,tỉ
葉,叶,yè,diệp
葊,葊,ān,am
葒,荭,hóng,hồng
葓,葓,hóng,hồng
萸,萸,yú,du
萹,萹,biān / biǎn,phiên
萻,萻,ān,âm
萼,萼,è,ngạc
落,落,luò,lạc
萾,萾,yíng,giềng
葁,葁,jiāng,cương
葄,葄,zuò,tộ
蒨,蒨,qiàn,thiến
蒪,蒪,pò,thuần
蒭,蒭,chú,sô
蒯,蒯,kuǎi,khoái
蒱,蒱,pú,bồ
蒲,蒲,pú,bồ
蒴,蒴,shuò,sóc
蒸,蒸,zhēng,chưng
蒗,蒗,làng,lạng
蒙,蒙,méng,mông
蒞,莅,lì,lị
蒟,蒟,jǔ,củ
蒡,蒡,bàng,bảng
蒢,蒢,chú,trừ
蒣,蒣,xú,dừa
蒦,蒦,huò,hoạch
蒄,蒄,guān,quan
蒉,蒉,kuì,quỹ
蒋,蒋,jiǎng,chương
蒌,蒌,lóu,lưu
蒎,蒎,pài,phái
蒐,搜,sōu,sưu
蒓,莼,chún,thuần
蒖,蒖,zhēn,chân
葵,葵,kuí,quỳ
葶,葶,tíng,đình
葷,荤,hūn,huân
葹,葹,shī,thi
葺,葺,qì,tập
葻,葻,lán,bông
葽,葽,yāo,yêu
蒂,蒂,dì,đế
蓪,蓪,tōng,thông
蓬,蓬,péng,bồng
蓯,苁,cōng,thung
蓰,蓰,xǐ,tỉ
蓱,蓱,píng,bình
蓴,莼,chún,thuần
蓷,蓷,tuī,thôi
蓸,蓸,cáo,tào
蓔,蓔,yǎo,yểu
蓖,蓖,bì,bế
蓝,蓝,lán,lam
蓟,蓟,jì,kế
蓡,蓡,shēn,sâm
蓢,蓢,lǎng,lãng
蓦,蓦,mò,mạch
蓧,蓧,diào,điệu
蓃,蓃,sōu,sấu
蓄,蓄,xù,súc
蓆,席,xí,tịch
蓇,蓇,gū / gǔ,cốt
蓋,盖,gài,cái
蓍,蓍,shī,thi
蓏,蓏,luǒ,lỏa
蓒,蓒,xuān,khiên
蒹,蒹,jiān,kiêm
蒺,蒺,jí,tật
蒻,蒻,ruò,nhược
蒽,蒽,ēn,ân
蒿,蒿,hāo,hao
蓀,荪,sūn,tôn
蓁,蓁,zhēn,trăn
蓂,蓂,míng,minh
蔫,蔫,niān,yên
蔬,蔬,shū,sơ
蔭,荫,yīn,ấm
蔯,𫈟,chén,trần
蔲,蔲,kòu,khấu
蔳,蔳,qiàn,thiện
蔴,蔴,má,ma
蔷,蔷,qiáng,tường
蔘,参,shēn,sam
蔙,蔙,xuàn,triện
蔛,蔛,hú,hộc
蔞,蒌,lóu,lâu
蔟,蔟,cù,thốc
蔠,蔠,zhōng,chông
蔥,葱,cōng,thông
蔦,茑,niǎo,điểu
蔇,蔇,jì,ký
蔉,蔉,gǔn,cổn
蔋,蔋,dí,địch
蔌,蔌,sù,tốc
蔎,蔎,shè,thiết
蔑,蔑,miè,miệt
蔕,蔕,dì,đế
蔗,蔗,zhè,giá
蓺,蓺,yì,nghệ
蓻,蓻,zí / jí,giấp
蓼,蓼,liǎo,liệu
蓽,荜,bì,tất
蓿,蓿,xu,túc
蔀,蔀,bù,bộ
蔂,蔂,léi,luy
蔆,蔆,líng,lăng
蕤,蕤,ruí,nhuy
蕨,蕨,jué,quyết
蕪,芜,wú,vu
蕭,萧,xiāo,tiêu
蕮,蕮,xì,tích
蕲,蕲,qí,kì
蕳,蕳,jiān,gian
蕴,蕴,yùn,uẩn
蕕,莸,yóu,du
蕖,蕖,qú,cừ
蕙,蕙,huì,huệ
蕚,蕚,è,ngạc
蕝,蕝,jué,toát
蕠,蕠,rú,như
蕡,蕡,fén,phần
蕢,蒉,kuì,quỹ
蕉,蕉,jiāo,tiêu
蕊,蕊,ruǐ,nhị
蕋,蕋,ruǐ,nhị
蕍,蕍,yú,du
蕐,蕐,huá,hoa
蕑,蕑,jiān,gian
蕒,荬,mǎi,mãi
蕓,芸,yún,vân
蔸,蔸,dōu,đâu
蔻,蔻,kòu,khấu
蔼,蔼,ǎi,ái
蔾,蔾,lí,lê
蕃,蕃,bō / fān,phiền
蕄,蕄,méng,muống
蕆,蒇,chǎn,siển
蕈,蕈,xùn,khuẩn
薨,薨,hōng,hoăng
薩,萨,sà,tát
薪,薪,xīn,tân
薬,薬,yào,dược
薯,薯,shǔ,thự
薰,薰,xūn,huân
薳,䓕,wěi,vĩ
薴,苧,níng,trữ
薖,薖,kē,khoa
薘,荙,dá,đạt
薛,薛,xuē,tiết
薜,薜,bì,bệ
薟,莶,xiān,hiêm
薢,薢,xiè,giải
薤,薤,xiè,giới
薦,荐,jiàn,tiến
薆,薆,ài,ái
薇,薇,wēi,vi
薉,薉,huì,uế
薊,蓟,jì,kế
薌,芗,xiāng,hương
薐,薐,léng,lăng
薓,薓,shēn,sâm
薕,薕,lián,rơm
蕸,蕸,xiá,hà
蕹,蕹,wèng,ung
蕺,蕺,jí,trấp
蕻,蕻,hóng,hống
蕾,蕾,lěi,lôi
蕿,蕿,xuān,huyên
薃,薃,hào,hạo
薅,薅,hāo,hao
藨,藨,biāo,biêu
藭,䓖,qióng,cùng
藳,藳,gǎo,cảo
藴,蕴,yùn,uẩn
藶,苈,lì,lịch
藷,藷,shǔ,thự
藹,蔼,ǎi,ái
藺,蔺,lìn,lận
藚,藚,xù,tục
藜,藜,lí,lê
藝,艺,yì,nghệ
藞,藞,lǎ,lủi
藟,藟,lěi,lũy
藤,藤,téng,đằng
藥,药,yào,dược
藦,藦,mó,ma
藂,藂,cóng,tùng
藄,藄,qí,kì
藇,藇,xù,tự
藊,藊,biǎn,biển
藍,蓝,lán,lam
藎,荩,jìn,tẫn
藓,藓,xiǎn,tiển
藘,藘,lǘ,lư
薶,薶,mái,mai
薸,薸,piáo,phiêu
薺,荠,jì,tề
薻,薻,zǎo,tảo
薽,薽,zhēn,chân
薾,薾,ěr,nhĩ
薿,薿,nǐ,nghĩ
藁,藁,gǎo,cảo
蘭,兰,lán,lan
蘯,蘯,dàng,đãng
蘴,蘴,fēng,phong
蘻,蘻,jì,hệ
蘼,蘼,mí,mi
虀,虀,jī,tê
虆,蔂,léi,luy
虉,𬟁,yì,dịch
蘘,蘘,ráng,nhương
蘚,藓,xiǎn,tiển
蘞,蔹,liǎn,liêm
蘡,蘡,yīng,anh
蘢,茏,lóng,lùng
蘤,蘤,huā,hoa
蘧,蘧,qú,cừ
蘩,蘩,fán,phiền
蘅,蘅,héng,hành
蘆,芦,lú,lô
蘋,苹,píng,tần
蘐,蘐,xuān,huyên
蘑,蘑,mó,ma
蘓,蘓,sū,tô
蘖,蘖,niè,nghiệt
蘗,蘗,bò,bách
藻,藻,zǎo,tảo
藼,藼,xuān,huyên
藾,藾,lài,lại
藿,藿,huò,hoắc
蘀,萚,tuò,thác
蘁,蘁,wù,ngộ
蘂,蘂,ruǐ,nhị
蘄,蕲,qí,kì
虸,虸,zǐ,tửa
虹,虹,hóng,hồng
虺,虺,huǐ,hủy
虻,虻,méng,manh
虼,虼,gè,khất
虾,虾,xiā,hà
蚀,蚀,shí,thực
蚁,蚁,yǐ,nghĩ
虩,虩,xì,khích
虫,虫,chóng,trùng
虮,虮,jǐ,kỉ
虰,虰,dīng,đinh
虱,虱,shī,sắt
虵,虵,shé,xà
虶,虶,yū,vò
虷,虷,hán,can
虖,虖,hū,hô
虗,虗,xū,hư
虙,虙,fú,mật
虚,虚,xū,hư
虜,虏,lǔ,lỗ
虞,虞,yú,ngu
虡,虡,jù,cự
虣,虣,bào,bạo
虋,虋,mén,môn
虍,虍,hū,hô
虎,虎,hǔ,hổ
虏,虏,lǔ,lỗ
虐,虐,nüè,ngược
虒,虒,sī,ty
虓,虓,xiāo,hao
虔,虔,qián,kiền
蚱,蚱,zhà,trách
蚲,蚲,píng,bình
蚳,蚳,chí,chỉ
蚴,蚴,yòu,u
蚵,蚵,hé,hà
蚶,蚶,hān,ham
蚹,蚹,fù,phụ
蚺,蚺,rán,nhiêm
蚡,蚡,fén,phần
蚣,蚣,gōng,công
蚦,蚦,rán,nhiêm
蚨,蚨,fú,phù
蚪,蚪,dǒu,đẩu
蚫,蚫,bào,bâu
蚯,蚯,qiū,khâu
蚰,蚰,yóu,du
蚍,蚍,pí,tì
蚑,蚑,qí,kì
蚔,蚔,qí,kì
蚖,蚖,yuán,ngoan
蚘,蚘,huí,hồi
蚛,蚛,zhòng,trọng
蚝,蚝,háo,hào
蚠,蚠,fén,phần
蚂,蚂,mǎ,mã
蚄,蚄,fāng,phương
蚆,蚆,bā,ba
蚈,蚈,qiān,khiên
蚉,蚉,wén,văn
蚊,蚊,wén,văn
蚋,蚋,ruì,nhuế
蚌,蚌,bàng,bạng
蛣,蛣,qī,kiết
蛤,蛤,há,cáp
蛩,蛩,qióng,cung
蛮,蛮,mán,man
蛯,蛯,lǎo,lỗ
蛱,蛱,jiá,giáp
蛸,蛸,shāo,sao
蛻,蜕,tuì,thuế
蛗,蛗,fù,phụ
蛘,蛘,yáng,dạng
蛙,蛙,wā,oa
蛚,蛚,liè,liệt
蛜,蛜,yī,y
蛞,蛞,kuò,khoát
蛟,蛟,jiāo,giao
蛡,蛡,yì,dịch
蛋,蛋,dàn,đản
蛌,蛌,gǔ,cổ
蛎,蛎,lì,lệ
蛐,蛐,qū,khúc
蛑,蛑,móu,mâu
蛒,蛒,gé,cắc
蛔,蛔,huí,hồi
蛕,蛕,huí,hồi
蚻,蚻,zhá,trát
蚿,蚿,xián,huyền
蛁,蛁,diāo,điêu
蛄,蛄,gū,cô
蛅,蛅,zhān,chiêm
蛆,蛆,qū,thư
蛉,蛉,líng,linh
蛊,蛊,gǔ,cổ
蜣,蜣,qiāng,khương
蜥,蜥,xī,tích
蜦,蜦,lún,trun
蜨,蜨,dié,điệp
蜩,蜩,tiáo,điêu
